id,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
631,14/09/2012,Augsburg,Wolfsburg,0,0,D,0,0,D,7,11,2,4,14,25,5,3,1,2,0,0
632,15/09/2012,Bayern Munich,Mainz,3,1,H,2,0,H,21,7,9,1,12,18,10,2,1,2,0,0
633,15/09/2012,Dortmund,Leverkusen,3,0,H,2,0,H,14,6,7,2,10,14,9,2,1,2,0,0
634,15/09/2012,Greuther Furth,Schalke 04,0,2,A,0,0,D,9,10,0,4,18,14,5,4,2,0,0,0
635,15/09/2012,Hannover,Werder Bremen,3,2,H,2,1,H,13,11,5,4,19,19,7,4,3,3,1,0
636,15/09/2012,M'gladbach,Nurnberg,2,3,A,1,2,A,14,11,6,3,12,17,5,6,2,2,0,0
637,15/09/2012,Stuttgart,Fortuna Dusseldorf,0,0,D,0,0,D,10,6,3,2,19,13,7,4,1,0,0,0
638,16/09/2012,Ein Frankfurt,Hamburg,3,2,H,2,1,H,17,14,6,7,15,19,7,6,0,1,0,1
639,16/09/2012,Freiburg,Hoffenheim,5,3,H,2,1,H,23,9,9,5,11,18,11,2,2,5,0,0
640,21/09/2012,Nurnberg,Ein Frankfurt,1,2,A,0,1,A,14,12,5,5,9,17,8,5,1,3,0,0
641,22/09/2012,Fortuna Dusseldorf,Freiburg,0,0,D,0,0,D,11,11,2,3,13,17,3,6,2,2,0,0
642,22/09/2012,Hamburg,Dortmund,3,2,H,1,0,H,7,28,3,12,20,11,2,10,3,1,0,0
643,22/09/2012,Mainz,Augsburg,2,0,H,2,0,H,11,11,5,3,23,17,4,6,0,2,0,0
644,22/09/2012,Schalke 04,Bayern Munich,0,2,A,0,0,D,14,13,5,5,14,18,2,3,2,0,0,0
645,22/09/2012,Wolfsburg,Greuther Furth,1,1,D,1,1,D,12,8,5,1,20,22,7,2,0,2,0,0
646,23/09/2012,Hoffenheim,Hannover,3,1,H,1,1,D,16,5,6,2,13,18,8,2,3,2,0,0
647,23/09/2012,Leverkusen,M'gladbach,1,1,D,1,1,D,31,5,9,1,13,12,10,3,0,4,0,0
648,23/09/2012,Werder Bremen,Stuttgart,2,2,D,2,0,H,11,13,6,2,17,13,6,7,4,0,1,1
649,25/09/2012,Bayern Munich,Wolfsburg,3,0,H,1,0,H,25,4,13,1,15,18,10,2,1,1,0,0
650,25/09/2012,Ein Frankfurt,Dortmund,3,3,D,0,2,A,14,9,5,7,13,15,6,4,2,1,0,0
651,25/09/2012,Greuther Furth,Fortuna Dusseldorf,0,2,A,0,2,A,11,10,3,5,22,15,4,2,2,2,0,0
652,25/09/2012,Schalke 04,Mainz,3,0,H,1,0,H,16,10,9,3,10,11,7,3,2,2,0,0
653,26/09/2012,Augsburg,Leverkusen,1,3,A,0,3,A,11,12,6,6,9,17,3,2,1,3,0,0
654,26/09/2012,Freiburg,Werder Bremen,1,2,A,1,0,H,18,5,7,3,15,24,7,2,2,4,0,0
655,26/09/2012,Hannover,Nurnberg,4,1,H,2,0,H,7,6,4,2,15,19,5,6,3,2,0,0
656,26/09/2012,M'gladbach,Hamburg,2,2,D,1,2,A,9,18,4,4,12,19,4,5,2,1,1,0
657,26/09/2012,Stuttgart,Hoffenheim,0,3,A,0,1,A,8,16,3,10,18,15,4,5,2,2,0,0
658,28/09/2012,Fortuna Dusseldorf,Schalke 04,2,2,D,0,2,A,7,14,2,6,10,9,4,4,1,1,0,0
659,29/09/2012,Dortmund,M'gladbach,5,0,H,2,0,H,17,9,8,3,10,8,10,5,0,1,0,0
660,29/09/2012,Hamburg,Hannover,1,0,H,1,0,H,10,14,4,5,25,12,2,8,3,1,0,0
661,29/09/2012,Hoffenheim,Augsburg,0,0,D,0,0,D,9,5,2,2,19,16,6,2,2,1,1,0
662,29/09/2012,Leverkusen,Greuther Furth,2,0,H,0,0,D,13,7,7,1,15,14,7,2,1,1,0,0
663,29/09/2012,Nurnberg,Stuttgart,0,2,A,0,1,A,13,9,3,5,19,28,9,3,0,2,0,0
664,29/09/2012,Werder Bremen,Bayern Munich,0,2,A,0,0,D,8,19,2,5,14,17,2,6,2,2,0,0
665,30/09/2012,Ein Frankfurt,Freiburg,2,1,H,0,0,D,8,12,4,5,17,17,6,6,1,3,0,1
666,30/09/2012,Wolfsburg,Mainz,0,2,A,0,2,A,19,7,5,3,18,18,11,2,3,3,0,0
667,05/10/2012,Augsburg,Werder Bremen,3,1,H,2,1,H,12,15,4,5,17,14,3,3,2,1,0,0
668,06/10/2012,Bayern Munich,Hoffenheim,2,0,H,1,0,H,13,4,2,1,14,20,8,1,0,3,0,0
669,06/10/2012,Freiburg,Nurnberg,3,0,H,1,0,H,18,11,7,4,17,17,3,9,3,3,0,0
670,06/10/2012,Greuther Furth,Hamburg,0,1,A,0,1,A,12,8,2,4,22,24,6,1,4,2,0,0
671,06/10/2012,Mainz,Fortuna Dusseldorf,1,0,H,0,0,D,13,7,3,4,22,13,2,2,4,2,0,1
672,06/10/2012,Schalke 04,Wolfsburg,3,0,H,1,0,H,13,5,5,4,14,19,10,1,1,0,0,0
673,07/10/2012,Hannover,Dortmund,1,1,D,0,1,A,14,12,6,3,19,17,7,3,4,0,0,0
674,07/10/2012,M'gladbach,Ein Frankfurt,2,0,H,2,0,H,6,12,3,3,18,19,1,7,4,0,0,0
675,07/10/2012,Stuttgart,Leverkusen,2,2,D,1,1,D,10,13,2,6,14,19,4,7,2,3,0,0
676,19/10/2012,Hoffenheim,Greuther Furth,3,3,D,1,1,D,19,16,11,8,15,21,4,4,0,5,0,0
677,20/10/2012,Dortmund,Schalke 04,1,2,A,0,1,A,8,7,4,4,18,14,4,5,2,3,0,0
678,20/10/2012,Ein Frankfurt,Hannover,3,1,H,2,1,H,15,14,7,4,18,17,6,8,2,4,0,0
679,20/10/2012,Fortuna Dusseldorf,Bayern Munich,0,5,A,0,2,A,2,24,1,14,18,13,2,6,3,1,0,0
680,20/10/2012,Leverkusen,Mainz,2,2,D,1,0,H,14,10,8,3,8,15,5,3,4,3,0,0
681,20/10/2012,Werder Bremen,M'gladbach,4,0,H,2,0,H,20,9,7,2,12,11,10,3,1,2,0,0
682,20/10/2012,Wolfsburg,Freiburg,0,2,A,0,1,A,9,8,2,5,23,14,7,1,1,2,0,0
683,21/10/2012,Hamburg,Stuttgart,0,1,A,0,1,A,18,21,8,6,21,13,3,4,0,2,0,0
684,21/10/2012,Nurnberg,Augsburg,0,0,D,0,0,D,8,10,2,4,24,22,4,2,4,3,0,0
685,26/10/2012,Augsburg,Hamburg,0,2,A,0,1,A,19,10,2,4,10,19,13,3,1,3,0,0
686,27/10/2012,Fortuna Dusseldorf,Wolfsburg,1,4,A,0,0,D,6,10,2,7,19,18,1,4,1,1,1,0
687,27/10/2012,Freiburg,Dortmund,0,2,A,0,0,D,6,17,2,6,19,18,3,7,2,3,0,0
688,27/10/2012,Greuther Furth,Werder Bremen,1,1,D,1,1,D,10,16,3,8,24,17,4,6,3,1,0,0
689,27/10/2012,Mainz,Hoffenheim,3,0,H,1,0,H,11,7,5,2,12,19,4,2,1,2,0,0
690,27/10/2012,Schalke 04,Nurnberg,1,0,H,0,0,D,17,10,8,2,12,15,4,3,0,3,0,0
691,28/10/2012,Bayern Munich,Leverkusen,1,2,A,0,1,A,23,5,6,5,15,17,14,2,3,1,0,0
692,28/10/2012,Hannover,M'gladbach,2,3,A,0,0,D,5,14,3,9,17,15,4,7,2,1,0,0
693,28/10/2012,Stuttgart,Ein Frankfurt,2,1,H,1,0,H,14,13,4,7,17,18,10,5,2,3,0,0
694,02/11/2012,Ein Frankfurt,Greuther Furth,1,1,D,1,0,H,7,12,4,8,15,26,3,7,2,2,0,0
695,03/11/2012,Dortmund,Stuttgart,0,0,D,0,0,D,20,12,7,3,9,19,9,2,0,4,0,0
696,03/11/2012,Hamburg,Bayern Munich,0,3,A,0,1,A,7,15,3,8,17,14,2,5,2,2,0,0
697,03/11/2012,Hannover,Augsburg,2,0,H,1,0,H,14,10,4,5,16,17,2,9,0,0,0,0
698,03/11/2012,Hoffenheim,Schalke 04,3,2,H,1,1,D,6,23,4,10,18,12,0,5,2,3,0,0
699,03/11/2012,M'gladbach,Freiburg,1,1,D,0,0,D,14,13,4,3,12,12,4,6,1,0,0,0
700,03/11/2012,Nurnberg,Wolfsburg,1,0,H,0,0,D,11,3,4,2,21,16,5,4,2,3,0,0
701,04/11/2012,Leverkusen,Fortuna Dusseldorf,3,2,H,2,1,H,18,14,10,3,13,18,7,5,0,2,1,0
702,04/11/2012,Werder Bremen,Mainz,2,1,H,1,0,H,17,13,4,4,11,14,5,4,1,3,0,0
703,09/11/2012,Mainz,Nurnberg,2,1,H,2,1,H,12,10,2,3,17,21,3,6,5,5,0,0
704,10/11/2012,Augsburg,Dortmund,1,3,A,0,1,A,16,16,8,4,12,13,4,5,2,2,0,0
705,10/11/2012,Bayern Munich,Ein Frankfurt,2,0,H,1,0,H,19,13,12,2,11,12,8,4,0,3,0,0
706,10/11/2012,Fortuna Dusseldorf,Hoffenheim,1,1,D,1,1,D,11,4,3,1,17,18,6,1,1,1,0,1
707,10/11/2012,Freiburg,Hamburg,0,0,D,0,0,D,16,9,3,4,19,20,9,3,2,3,0,1
708,10/11/2012,Schalke 04,Werder Bremen,2,1,H,0,1,A,5,9,4,3,18,15,2,7,1,1,0,0
709,11/11/2012,Greuther Furth,M'gladbach,2,4,A,2,1,H,11,10,3,7,15,13,4,4,2,0,2,0
710,11/11/2012,Stuttgart,Hannover,2,4,A,2,0,H,13,10,8,4,21,17,10,5,2,3,0,0
711,11/11/2012,Wolfsburg,Leverkusen,3,1,H,3,0,H,12,9,6,4,8,17,5,6,1,3,0,0
712,17/11/2012,Dortmund,Greuther Furth,3,1,H,3,1,H,15,5,6,2,7,10,3,1,2,2,0,0
713,17/11/2012,Ein Frankfurt,Augsburg,4,2,H,2,1,H,19,7,4,2,16,19,6,6,1,3,0,0
714,17/11/2012,Hamburg,Mainz,1,0,H,0,0,D,10,14,4,3,20,11,8,7,2,1,0,0
715,17/11/2012,Hannover,Freiburg,1,2,A,1,1,D,15,21,5,8,12,15,11,6,2,1,0,0
716,17/11/2012,Leverkusen,Schalke 04,2,0,H,1,0,H,18,8,7,3,6,13,3,1,1,2,0,1
717,17/11/2012,M'gladbach,Stuttgart,1,2,A,1,1,D,12,13,5,6,17,16,9,2,3,4,0,0
718,17/11/2012,Nurnberg,Bayern Munich,1,1,D,0,1,A,7,7,2,4,13,25,7,8,3,2,1,0
719,18/11/2012,Hoffenheim,Wolfsburg,1,3,A,0,2,A,25,8,7,4,12,14,10,0,2,1,0,0
720,18/11/2012,Werder Bremen,Fortuna Dusseldorf,2,1,H,0,1,A,22,4,6,3,21,15,10,1,3,3,1,0
721,23/11/2012,Fortuna Dusseldorf,Hamburg,2,0,H,1,0,H,11,13,3,4,18,13,3,8,2,3,0,0
722,24/11/2012,Bayern Munich,Hannover,5,0,H,3,0,H,19,8,14,5,14,16,5,2,2,3,0,0
723,24/11/2012,Greuther Furth,Nurnberg,0,0,D,0,0,D,5,3,1,0,23,20,6,1,2,2,1,1
724,24/11/2012,Mainz,Dortmund,1,2,A,1,2,A,10,12,3,5,19,8,4,2,4,0,0,0
725,24/11/2012,Schalke 04,Ein Frankfurt,1,1,D,1,1,D,18,11,4,2,12,13,9,1,1,1,0,1
726,24/11/2012,Wolfsburg,Werder Bremen,1,1,D,0,1,A,14,12,5,2,17,16,5,7,2,2,0,1
727,25/11/2012,Augsburg,M'gladbach,1,1,D,1,0,H,13,9,1,3,19,10,3,1,1,2,0,0
728,25/11/2012,Freiburg,Stuttgart,3,0,H,1,0,H,26,10,11,2,12,19,10,3,2,3,0,0
729,25/11/2012,Hoffenheim,Leverkusen,1,2,A,0,2,A,24,8,5,4,12,18,4,1,1,2,0,0
730,27/11/2012,Dortmund,Fortuna Dusseldorf,1,1,D,1,0,H,22,5,7,1,5,16,7,2,1,1,0,1
731,27/11/2012,Ein Frankfurt,Mainz,1,3,A,0,2,A,11,10,6,5,20,16,8,3,2,1,0,1
732,27/11/2012,Hamburg,Schalke 04,3,1,H,0,0,D,19,20,6,8,12,9,3,7,2,1,0,0
733,27/11/2012,Hannover,Greuther Furth,2,0,H,1,0,H,12,11,5,3,20,21,3,5,1,1,0,0
734,28/11/2012,Freiburg,Bayern Munich,0,2,A,0,1,A,10,12,4,6,9,18,1,6,1,1,1,0
735,28/11/2012,M'gladbach,Wolfsburg,2,0,H,2,0,H,12,17,6,6,11,16,2,8,1,2,0,0
736,28/11/2012,Nurnberg,Hoffenheim,4,2,H,2,1,H,14,15,6,5,24,22,1,3,1,4,0,0
737,28/11/2012,Stuttgart,Augsburg,2,1,H,1,1,D,10,16,3,8,14,17,1,5,1,1,0,0
738,28/11/2012,Werder Bremen,Leverkusen,1,4,A,0,1,A,17,9,5,5,20,15,9,3,3,1,0,0
739,30/11/2012,Fortuna Dusseldorf,Ein Frankfurt,4,0,H,2,0,H,13,7,6,2,9,14,5,2,2,2,0,1
740,01/12/2012,Augsburg,Freiburg,1,1,D,1,1,D,14,10,4,3,20,16,2,2,3,4,0,0
741,01/12/2012,Bayern Munich,Dortmund,1,1,D,0,0,D,14,12,5,5,14,17,7,5,0,0,0,0
742,01/12/2012,Greuther Furth,Stuttgart,0,1,A,0,1,A,17,10,5,7,19,14,10,2,5,4,0,1
743,01/12/2012,Leverkusen,Nurnberg,1,0,H,1,0,H,22,8,8,2,17,17,7,3,2,2,0,0
744,01/12/2012,Mainz,Hannover,2,1,H,1,1,D,13,14,3,3,13,17,4,6,2,3,1,0
745,01/12/2012,Schalke 04,M'gladbach,1,1,D,0,0,D,22,5,6,1,17,12,8,1,1,3,0,0
746,02/12/2012,Hoffenheim,Werder Bremen,1,4,A,0,2,A,9,12,3,6,18,14,3,5,3,1,0,0
747,02/12/2012,Wolfsburg,Hamburg,1,1,D,0,1,A,22,9,5,3,13,17,10,5,1,3,0,0
748,07/12/2012,Hamburg,Hoffenheim,2,0,H,1,0,H,10,14,4,3,16,9,1,3,1,1,0,0
749,08/12/2012,Augsburg,Bayern Munich,0,2,A,0,1,A,14,18,3,6,11,11,4,3,0,0,0,0
750,08/12/2012,Dortmund,Wolfsburg,2,3,A,1,2,A,20,6,10,4,13,19,8,4,3,3,1,0
751,08/12/2012,Ein Frankfurt,Werder Bremen,4,1,H,0,0,D,18,12,7,6,17,21,3,4,4,2,0,0
752,08/12/2012,Freiburg,Greuther Furth,1,0,H,1,0,H,11,9,3,1,16,21,3,2,2,4,0,0
753,08/12/2012,Nurnberg,Fortuna Dusseldorf,2,0,H,1,0,H,13,8,5,1,15,19,2,4,1,6,0,0
754,08/12/2012,Stuttgart,Schalke 04,3,1,H,2,1,H,13,13,7,3,24,17,4,8,4,1,1,1
755,09/12/2012,Hannover,Leverkusen,3,2,H,1,1,D,8,13,5,4,11,15,4,3,0,3,0,0
756,09/12/2012,M'gladbach,Mainz,2,0,H,0,0,D,10,14,2,4,11,12,2,6,2,2,0,0
757,14/12/2012,Bayern Munich,M'gladbach,1,1,D,0,1,A,26,5,10,1,13,18,14,4,1,2,0,0
758,15/12/2012,Fortuna Dusseldorf,Hannover,2,1,H,1,0,H,10,13,5,5,10,16,5,3,2,3,0,0
759,15/12/2012,Greuther Furth,Augsburg,1,1,D,0,1,A,12,7,7,5,18,25,4,3,0,4,1,1
760,15/12/2012,Leverkusen,Hamburg,3,0,H,2,0,H,18,16,6,4,10,14,6,7,1,2,0,0
761,15/12/2012,Mainz,Stuttgart,3,1,H,0,0,D,16,7,10,2,16,17,4,5,3,2,0,0
762,15/12/2012,Schalke 04,Freiburg,1,3,A,1,2,A,16,15,4,5,17,12,11,6,1,0,1,1
763,15/12/2012,Wolfsburg,Ein Frankfurt,0,2,A,0,2,A,7,18,3,6,23,15,3,7,2,1,1,0
764,16/12/2012,Hoffenheim,Dortmund,1,3,A,1,1,D,9,17,1,9,19,18,1,4,1,0,0,0
765,16/12/2012,Werder Bremen,Nurnberg,1,1,D,0,0,D,26,9,7,5,15,19,9,1,1,4,0,0
766,18/01/2013,Schalke 04,Hannover,5,4,H,1,0,H,14,9,8,4,17,13,6,3,4,4,0,0
767,19/01/2013,Bayern Munich,Greuther Furth,2,0,H,1,0,H,22,5,5,1,12,10,17,0,1,1,0,0
768,19/01/2013,Hoffenheim,M'gladbach,0,0,D,0,0,D,17,12,3,1,11,18,8,4,3,2,0,0
769,19/01/2013,Leverkusen,Ein Frankfurt,3,1,H,2,0,H,22,11,6,1,21,15,9,2,1,2,0,0
770,19/01/2013,Mainz,Freiburg,0,0,D,0,0,D,7,12,3,1,16,22,1,5,2,2,1,0
771,19/01/2013,Werder Bremen,Dortmund,0,5,A,0,2,A,8,15,3,9,17,11,4,3,0,2,0,0
772,19/01/2013,Wolfsburg,Stuttgart,2,0,H,0,0,D,7,21,2,5,17,11,3,8,0,2,0,0
773,20/01/2013,Fortuna Dusseldorf,Augsburg,2,3,A,0,2,A,15,23,4,12,9,25,6,9,1,4,0,0
774,20/01/2013,Nurnberg,Hamburg,1,1,D,0,0,D,8,10,3,3,10,20,2,5,2,3,0,0
775,25/01/2013,Dortmund,Nurnberg,3,0,H,2,0,H,19,7,9,4,13,8,3,3,0,0,0,0
776,26/01/2013,Augsburg,Schalke 04,0,0,D,0,0,D,14,11,4,4,14,22,4,4,1,4,0,0
777,26/01/2013,Ein Frankfurt,Hoffenheim,2,1,H,1,0,H,16,12,6,5,19,21,7,6,3,3,0,0
778,26/01/2013,Freiburg,Leverkusen,0,0,D,0,0,D,13,15,4,2,12,17,3,2,1,2,0,0
779,26/01/2013,Greuther Furth,Mainz,0,3,A,0,0,D,10,11,4,8,18,20,7,2,1,3,0,0
780,26/01/2013,Hannover,Wolfsburg,2,1,H,2,0,H,5,25,3,10,15,13,3,5,3,2,1,0
781,26/01/2013,M'gladbach,Fortuna Dusseldorf,2,1,H,2,0,H,9,14,4,3,17,16,5,3,1,0,0,0
782,27/01/2013,Hamburg,Werder Bremen,3,2,H,1,1,D,9,14,4,6,19,16,3,7,2,2,0,2
783,27/01/2013,Stuttgart,Bayern Munich,0,2,A,0,0,D,5,13,2,4,26,17,0,6,2,1,1,0
784,01/02/2013,Werder Bremen,Hannover,2,0,H,0,0,D,30,6,14,3,10,9,10,0,0,3,0,0
785,02/02/2013,Fortuna Dusseldorf,Stuttgart,3,1,H,2,0,H,12,7,5,4,13,18,3,5,2,3,0,0
786,02/02/2013,Hamburg,Ein Frankfurt,0,2,A,0,2,A,23,16,10,5,19,11,7,6,3,1,0,0
787,02/02/2013,Hoffenheim,Freiburg,2,1,H,2,1,H,9,9,3,5,23,15,3,6,3,2,0,0
788,02/02/2013,Mainz,Bayern Munich,0,3,A,0,1,A,10,10,0,6,15,10,6,4,3,0,0,0
789,02/02/2013,Schalke 04,Greuther Furth,1,2,A,0,0,D,25,9,4,5,15,19,10,1,1,4,0,0
790,02/02/2013,Wolfsburg,Augsburg,1,1,D,1,1,D,10,10,6,4,15,17,11,2,2,3,0,0
791,03/02/2013,Leverkusen,Dortmund,2,3,A,0,2,A,27,12,8,7,21,16,12,4,5,1,0,0
792,03/02/2013,Nurnberg,M'gladbach,2,1,H,2,0,H,10,12,5,6,24,20,5,5,2,3,0,0
793,09/02/2013,Bayern Munich,Schalke 04,4,0,H,2,0,H,15,4,6,0,10,11,10,3,0,1,0,0
794,09/02/2013,Dortmund,Hamburg,1,4,A,1,2,A,21,13,7,5,14,19,8,5,1,2,1,1
795,09/02/2013,Ein Frankfurt,Nurnberg,0,0,D,0,0,D,9,11,2,6,17,20,5,6,2,3,0,0
796,09/02/2013,Greuther Furth,Wolfsburg,0,1,A,0,1,A,16,10,3,2,22,23,10,5,3,3,0,0
797,09/02/2013,Hannover,Hoffenheim,1,0,H,1,0,H,7,16,3,9,21,20,5,10,2,2,0,0
798,09/02/2013,M'gladbach,Leverkusen,3,3,D,1,0,H,10,23,5,10,12,11,5,11,0,1,0,0
799,09/02/2013,Stuttgart,Werder Bremen,1,4,A,0,1,A,9,18,3,7,21,19,4,4,3,1,0,0
800,10/02/2013,Augsburg,Mainz,1,1,D,0,1,A,19,9,7,3,17,11,9,2,2,2,0,1
801,10/02/2013,Freiburg,Fortuna Dusseldorf,1,0,H,0,0,D,15,11,3,4,17,15,6,3,1,3,0,0
802,15/02/2013,Wolfsburg,Bayern Munich,0,2,A,0,1,A,8,7,1,3,26,18,3,2,5,2,0,0
803,16/02/2013,Dortmund,Ein Frankfurt,3,0,H,2,0,H,9,7,5,1,17,18,3,4,4,3,1,0
804,16/02/2013,Fortuna Dusseldorf,Greuther Furth,1,0,H,1,0,H,13,3,8,1,20,28,5,4,2,4,0,1
805,16/02/2013,Hamburg,M'gladbach,1,0,H,1,0,H,6,5,2,1,18,17,3,3,1,1,0,0
806,16/02/2013,Leverkusen,Augsburg,2,1,H,1,0,H,13,12,5,4,11,14,4,3,0,0,0,0
807,16/02/2013,Mainz,Schalke 04,2,2,D,1,1,D,14,9,5,5,10,16,4,4,1,3,0,0
808,16/02/2013,Werder Bremen,Freiburg,2,3,A,1,1,D,9,14,5,12,23,16,6,5,0,1,0,0
809,17/02/2013,Hoffenheim,Stuttgart,0,1,A,0,1,A,8,7,3,3,13,17,1,1,2,6,0,0
810,17/02/2013,Nurnberg,Hannover,2,2,D,0,1,A,10,9,5,6,11,18,4,1,0,2,0,0
811,22/02/2013,Freiburg,Ein Frankfurt,0,0,D,0,0,D,8,8,5,1,13,10,3,1,1,3,0,0
812,23/02/2013,Augsburg,Hoffenheim,2,1,H,1,0,H,20,7,3,2,17,24,3,1,1,5,0,0
813,23/02/2013,Bayern Munich,Werder Bremen,6,1,H,2,0,H,14,11,8,4,6,13,7,4,0,2,0,1
814,23/02/2013,Hannover,Hamburg,5,1,H,3,1,H,13,23,6,12,16,13,4,6,1,0,0,0
815,23/02/2013,Mainz,Wolfsburg,1,1,D,1,1,D,13,5,2,3,22,12,4,4,1,2,0,1
816,23/02/2013,Schalke 04,Fortuna Dusseldorf,2,1,H,1,0,H,18,5,7,1,18,17,4,3,1,2,0,0
817,23/02/2013,Stuttgart,Nurnberg,1,1,D,0,0,D,15,10,8,2,13,17,8,4,1,3,0,0
818,24/02/2013,Greuther Furth,Leverkusen,0,0,D,0,0,D,10,22,4,11,17,12,4,10,2,1,0,0
819,24/02/2013,M'gladbach,Dortmund,1,1,D,0,1,A,6,15,3,4,16,9,3,7,3,1,0,0
820,01/03/2013,Ein Frankfurt,M'gladbach,0,1,A,0,1,A,14,11,2,2,13,17,8,5,4,2,0,0
821,02/03/2013,Dortmund,Hannover,3,1,H,2,1,H,23,6,6,2,19,19,2,3,0,2,0,0
822,02/03/2013,Hamburg,Greuther Furth,1,1,D,1,1,D,18,6,8,2,11,9,5,1,1,1,0,0
823,02/03/2013,Leverkusen,Stuttgart,2,1,H,0,1,A,30,5,8,4,13,16,6,0,3,2,0,0
824,02/03/2013,Nurnberg,Freiburg,1,1,D,1,0,H,11,14,4,4,29,14,4,7,2,2,0,0
825,02/03/2013,Werder Bremen,Augsburg,0,1,A,0,1,A,16,12,3,5,18,21,11,5,3,5,0,0
826,02/03/2013,Wolfsburg,Schalke 04,1,4,A,0,1,A,8,13,4,7,6,16,4,5,1,1,0,0
827,03/03/2013,Fortuna Dusseldorf,Mainz,1,1,D,1,1,D,13,5,3,3,13,14,7,3,3,2,0,0
828,03/03/2013,Hoffenheim,Bayern Munich,0,1,A,0,1,A,9,19,3,7,24,12,4,8,3,1,0,0
829,08/03/2013,Augsburg,Nurnberg,1,2,A,1,1,D,12,6,3,2,24,21,3,2,4,2,0,0
830,09/03/2013,Bayern Munich,Fortuna Dusseldorf,3,2,H,1,1,D,22,4,11,2,12,18,12,1,1,2,0,0
831,09/03/2013,Freiburg,Wolfsburg,2,5,A,1,3,A,16,14,6,10,11,23,9,3,2,4,0,0
832,09/03/2013,Greuther Furth,Hoffenheim,0,3,A,0,2,A,12,12,4,5,17,20,3,4,2,2,0,0
833,09/03/2013,Mainz,Leverkusen,1,0,H,0,0,D,8,16,1,4,13,14,4,5,3,2,0,0
834,09/03/2013,M'gladbach,Werder Bremen,1,1,D,0,0,D,10,16,5,4,8,11,9,11,1,0,0,0
835,09/03/2013,Schalke 04,Dortmund,2,1,H,2,0,H,20,16,10,3,16,13,3,2,3,0,0,0
836,10/03/2013,Hannover,Ein Frankfurt,0,0,D,0,0,D,7,11,3,2,18,13,5,7,2,0,0,0
837,10/03/2013,Stuttgart,Hamburg,0,1,A,0,0,D,13,12,7,3,15,23,8,5,2,1,0,0
838,15/03/2013,Wolfsburg,Fortuna Dusseldorf,1,1,D,0,1,A,18,9,6,3,13,14,7,1,2,2,0,0
839,16/03/2013,Dortmund,Freiburg,5,1,H,3,1,H,21,6,11,2,16,18,4,1,1,2,0,0
840,16/03/2013,Hamburg,Augsburg,0,1,A,0,1,A,17,6,5,1,20,17,10,3,2,2,1,0
841,16/03/2013,Hoffenheim,Mainz,0,0,D,0,0,D,12,7,3,2,14,19,5,7,2,1,0,0
842,16/03/2013,Leverkusen,Bayern Munich,1,2,A,0,1,A,13,15,2,2,16,15,15,7,3,1,0,0
843,16/03/2013,Nurnberg,Schalke 04,3,0,H,1,0,H,12,15,8,5,11,11,6,4,0,1,0,0
844,16/03/2013,Werder Bremen,Greuther Furth,2,2,D,0,0,D,18,9,8,3,11,23,9,4,0,2,0,0
845,17/03/2013,Ein Frankfurt,Stuttgart,1,2,A,1,0,H,14,12,4,3,17,13,8,4,1,2,0,0
846,17/03/2013,M'gladbach,Hannover,1,0,H,1,0,H,11,14,4,5,7,7,6,3,1,4,0,1
847,30/03/2013,Augsburg,Hannover,0,2,A,0,0,D,23,10,5,2,10,17,14,1,0,5,0,0
848,30/03/2013,Bayern Munich,Hamburg,9,2,H,5,0,H,25,10,15,8,6,14,7,3,0,0,0,0
849,30/03/2013,Fortuna Dusseldorf,Leverkusen,1,4,A,1,1,D,12,14,3,4,11,20,4,1,3,2,0,0
850,30/03/2013,Freiburg,M'gladbach,2,0,H,0,0,D,13,6,6,2,14,15,9,2,1,2,0,0
851,30/03/2013,Mainz,Werder Bremen,1,1,D,1,0,H,10,13,5,6,15,15,4,9,3,2,0,0
852,30/03/2013,Schalke 04,Hoffenheim,3,0,H,0,0,D,14,5,5,1,13,15,3,3,1,2,0,0
853,30/03/2013,Stuttgart,Dortmund,1,2,A,0,1,A,11,15,5,6,17,15,3,8,2,2,1,0
854,31/03/2013,Greuther Furth,Ein Frankfurt,2,3,A,1,1,D,14,11,5,4,17,10,9,3,1,0,0,0
855,31/03/2013,Wolfsburg,Nurnberg,2,2,D,2,0,H,9,18,4,6,20,18,7,5,3,0,0,0
856,05/04/2013,Hoffenheim,Fortuna Dusseldorf,3,0,H,1,0,H,17,15,8,4,23,16,3,3,3,3,0,0
857,06/04/2013,Dortmund,Augsburg,4,2,H,1,2,A,13,12,7,8,12,21,4,7,1,4,0,0
858,06/04/2013,Ein Frankfurt,Bayern Munich,0,1,A,0,0,D,13,15,4,5,16,11,7,9,1,2,0,0
859,06/04/2013,Hamburg,Freiburg,0,1,A,0,0,D,13,8,5,3,15,12,6,1,2,0,0,0
860,06/04/2013,Leverkusen,Wolfsburg,1,1,D,1,0,H,14,11,7,2,15,13,5,4,2,3,0,0
861,06/04/2013,M'gladbach,Greuther Furth,1,0,H,0,0,D,19,20,6,8,10,16,2,6,0,2,0,1
862,06/04/2013,Werder Bremen,Schalke 04,0,2,A,0,0,D,9,17,5,9,14,17,9,5,1,1,0,0
863,07/04/2013,Hannover,Stuttgart,0,0,D,0,0,D,13,14,1,6,22,9,6,6,0,0,0,0
