id,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
1132,14/05/2016,Milan,Roma,1,3,A,0,1,A,14,16,6,9,13,7,4,1,4,0,0,0
1133,14/05/2016,Napoli,Frosinone,4,0,H,1,0,H,33,9,12,2,9,7,16,0,1,1,0,1
1134,14/05/2016,Sassuolo,Inter,3,1,H,3,1,H,9,10,3,6,8,12,5,7,3,3,0,1
1135,15/05/2016,Chievo,Bologna,0,0,D,0,0,D,5,16,0,4,16,15,5,7,2,1,0,0
1136,15/05/2016,Empoli,Torino,2,1,H,1,0,H,10,18,3,5,12,12,3,4,2,1,0,0
1137,15/05/2016,Genoa,Atalanta,1,2,A,0,0,D,11,13,2,4,19,14,8,5,3,3,0,0
1138,15/05/2016,Lazio,Fiorentina,2,4,A,1,3,A,16,16,6,5,8,10,6,4,0,1,0,0
1139,15/05/2016,Palermo,Verona,3,2,H,1,0,H,5,14,3,4,18,19,4,4,2,2,1,1
1140,15/05/2016,Udinese,Carpi,1,2,A,0,2,A,15,10,5,5,14,17,6,3,3,3,1,0
1141,20/08/2016,Juventus,Fiorentina,2,1,H,1,0,H,19,4,4,1,11,16,3,1,1,3,0,0
1142,20/08/2016,Roma,Udinese,4,0,H,0,0,D,25,11,9,1,8,14,10,5,0,2,0,0
1143,21/08/2016,Atalanta,Lazio,3,4,A,0,3,A,19,11,6,6,5,16,7,2,2,2,0,0
1144,21/08/2016,Bologna,Crotone,1,0,H,0,0,D,20,5,6,0,7,17,5,3,1,1,0,0
1145,21/08/2016,Chievo,Inter,2,0,H,0,0,D,12,13,4,3,15,13,4,8,2,4,0,0
1146,21/08/2016,Empoli,Sampdoria,0,1,A,0,1,A,8,15,3,5,17,32,2,5,3,4,1,0
1147,21/08/2016,Genoa,Cagliari,3,1,H,0,0,D,22,4,6,3,13,10,6,1,4,3,0,0
1148,21/08/2016,Milan,Torino,3,2,H,1,0,H,11,20,5,4,13,20,10,10,0,3,1,0
1149,21/08/2016,Palermo,Sassuolo,0,1,A,0,1,A,7,22,2,8,19,15,4,8,1,2,1,0
1150,21/08/2016,Pescara,Napoli,2,2,D,2,0,H,9,22,3,4,10,12,3,9,3,2,0,0
1151,27/08/2016,Lazio,Juventus,0,1,A,0,0,D,6,13,1,5,16,5,4,2,1,2,0,0
1152,27/08/2016,Napoli,Milan,4,2,H,2,0,H,17,12,8,3,13,15,9,4,5,4,0,2
1153,28/08/2016,Cagliari,Roma,2,2,D,0,1,A,17,21,5,7,21,9,4,3,3,1,0,0
1154,28/08/2016,Crotone,Genoa,1,3,A,1,0,H,11,18,3,8,16,17,1,6,2,2,0,0
1155,28/08/2016,Fiorentina,Chievo,1,0,H,1,0,H,13,9,3,2,8,16,4,4,0,2,0,0
1156,28/08/2016,Inter,Palermo,1,1,D,0,0,D,22,7,5,3,16,24,8,4,1,5,0,0
1157,28/08/2016,Sampdoria,Atalanta,2,1,H,2,1,H,8,7,4,1,13,16,3,1,1,4,0,1
1158,28/08/2016,Sassuolo,Pescara,0,3,A,,,,13,15,3,5,12,21,2,7,2,2,0,0
1159,28/08/2016,Torino,Bologna,5,1,H,2,1,H,20,10,11,2,14,12,6,3,1,2,0,0
1160,28/08/2016,Udinese,Empoli,2,0,H,1,0,H,11,13,3,4,15,19,4,5,3,3,0,1
1161,10/09/2016,Juventus,Sassuolo,3,1,H,3,1,H,23,9,10,3,10,12,14,5,1,2,0,0
1162,10/09/2016,Palermo,Napoli,0,3,A,0,0,D,5,17,1,7,14,7,2,4,0,0,0,0
1163,11/09/2016,Atalanta,Torino,2,1,H,0,0,D,22,14,3,7,16,20,4,4,2,2,0,0
1164,11/09/2016,Bologna,Cagliari,2,1,H,1,0,H,17,11,10,5,13,9,9,4,1,3,0,1
1165,11/09/2016,Chievo,Lazio,1,1,D,0,0,D,7,11,4,3,14,15,2,1,2,5,0,0
1166,11/09/2016,Milan,Udinese,0,1,A,0,0,D,14,10,2,2,10,9,8,8,1,5,0,0
1167,11/09/2016,Pescara,Inter,1,2,A,0,0,D,10,22,5,7,14,10,3,13,1,1,0,0
1168,11/09/2016,Roma,Sampdoria,3,2,H,1,2,A,24,12,8,7,12,13,11,7,3,2,0,0
1169,12/09/2016,Empoli,Crotone,2,1,H,1,1,D,13,6,5,2,16,20,5,0,1,1,0,1
1170,16/09/2016,Sampdoria,Milan,0,1,A,0,0,D,12,10,3,3,12,16,8,5,2,3,0,0
1171,17/09/2016,Lazio,Pescara,3,0,H,0,0,D,23,10,11,3,12,14,11,2,2,2,0,0
1172,17/09/2016,Napoli,Bologna,3,1,H,1,0,H,21,9,10,3,11,7,6,3,0,1,0,1
1173,18/09/2016,Cagliari,Atalanta,3,0,H,1,0,H,12,7,9,2,10,19,3,4,2,2,0,0
1174,18/09/2016,Crotone,Palermo,1,1,D,1,0,H,11,12,1,5,19,9,3,7,3,2,0,0
1175,18/09/2016,Fiorentina,Roma,1,0,H,0,0,D,8,14,4,3,10,11,5,6,1,1,0,0
1176,18/09/2016,Inter,Juventus,2,1,H,0,0,D,16,9,3,2,13,18,5,4,2,3,1,0
1177,18/09/2016,Sassuolo,Genoa,2,0,H,0,0,D,11,17,6,5,15,17,3,8,0,2,0,1
1178,18/09/2016,Torino,Empoli,0,0,D,0,0,D,15,5,5,2,19,7,8,5,4,3,0,0
1179,18/09/2016,Udinese,Chievo,1,2,A,1,0,H,8,20,4,6,16,9,5,7,3,4,0,0
1180,20/09/2016,Milan,Lazio,2,0,H,1,0,H,17,20,8,5,16,12,3,8,1,4,0,0
1181,21/09/2016,Atalanta,Palermo,0,1,A,0,0,D,16,7,4,2,20,12,7,5,3,2,0,0
1182,21/09/2016,Bologna,Sampdoria,2,0,H,1,0,H,11,10,4,3,16,12,2,4,1,3,1,1
1183,21/09/2016,Chievo,Sassuolo,2,1,H,2,1,H,5,7,3,2,14,15,7,9,2,1,0,0
1184,21/09/2016,Empoli,Inter,0,2,A,0,2,A,9,13,3,4,14,15,5,4,1,4,0,0
1185,21/09/2016,Genoa,Napoli,0,0,D,0,0,D,12,14,5,3,16,11,5,8,4,2,0,0
1186,21/09/2016,Juventus,Cagliari,4,0,H,3,0,H,28,2,13,0,19,12,9,0,1,3,0,0
1187,21/09/2016,Pescara,Torino,0,0,D,0,0,D,19,11,4,3,13,15,9,4,3,2,0,2
1188,21/09/2016,Roma,Crotone,4,0,H,2,0,H,20,11,7,3,12,7,11,5,0,1,0,0
1189,21/09/2016,Udinese,Fiorentina,2,2,D,2,1,H,15,7,5,3,16,15,4,3,1,3,0,0
1190,24/09/2016,Napoli,Chievo,2,0,H,2,0,H,13,7,5,2,12,16,4,2,2,4,0,0
1191,24/09/2016,Palermo,Juventus,0,1,A,0,0,D,4,15,2,7,16,10,2,9,3,3,0,0
1192,25/09/2016,Fiorentina,Milan,0,0,D,0,0,D,20,12,5,1,10,12,6,3,2,4,0,0
1193,25/09/2016,Genoa,Pescara,1,1,D,0,0,D,8,12,4,4,22,10,1,5,2,3,2,0
1194,25/09/2016,Inter,Bologna,1,1,D,1,1,D,22,8,6,3,12,7,8,4,0,4,0,0
1195,25/09/2016,Lazio,Empoli,2,0,H,1,0,H,12,9,3,3,14,7,5,6,2,2,0,0
1196,25/09/2016,Sassuolo,Udinese,1,0,H,1,0,H,12,11,5,3,14,12,6,9,3,2,0,0
1197,25/09/2016,Torino,Roma,3,1,H,1,0,H,18,21,9,5,15,12,7,13,1,4,0,0
1198,26/09/2016,Cagliari,Sampdoria,2,1,H,1,0,H,9,18,3,2,16,15,3,10,2,3,0,0
1199,26/09/2016,Crotone,Atalanta,1,3,A,0,3,A,10,12,3,8,21,14,6,3,3,1,0,1
1200,01/10/2016,Pescara,Chievo,0,2,A,0,0,D,11,15,2,4,11,14,11,5,1,3,0,0
1201,01/10/2016,Udinese,Lazio,0,3,A,0,1,A,15,15,3,5,4,12,5,9,2,1,0,0
1202,02/10/2016,Atalanta,Napoli,1,0,H,1,0,H,10,13,4,3,11,13,4,12,3,3,0,0
1203,02/10/2016,Bologna,Genoa,0,1,A,0,0,D,6,13,3,4,8,22,7,3,1,3,2,1
1204,02/10/2016,Cagliari,Crotone,2,1,H,1,0,H,14,22,9,8,14,14,6,14,0,4,0,0
1205,02/10/2016,Empoli,Juventus,0,3,A,0,0,D,6,26,3,11,21,20,5,7,2,1,0,0
1206,02/10/2016,Milan,Sassuolo,4,3,H,1,1,D,15,7,6,5,10,10,5,4,1,5,0,0
1207,02/10/2016,Roma,Inter,2,1,H,1,0,H,19,17,8,5,9,17,3,10,1,2,0,0
1208,02/10/2016,Sampdoria,Palermo,1,1,D,0,0,D,23,4,7,2,9,18,7,1,2,5,0,1
1209,02/10/2016,Torino,Fiorentina,2,1,H,1,0,H,18,13,5,5,15,12,6,8,1,2,0,0
1210,15/10/2016,Juventus,Udinese,2,1,H,1,1,D,15,8,5,4,11,11,4,7,1,2,0,0
1211,15/10/2016,Napoli,Roma,1,3,A,0,1,A,21,14,5,6,5,16,9,1,2,3,0,0
1212,15/10/2016,Pescara,Sampdoria,1,1,D,1,1,D,10,22,7,9,9,12,8,8,1,1,1,0
1213,16/10/2016,Chievo,Milan,1,3,A,0,1,A,8,16,5,5,17,13,7,2,3,2,0,0
1214,16/10/2016,Fiorentina,Atalanta,0,0,D,0,0,D,17,13,6,3,14,17,7,6,3,3,0,0
1215,16/10/2016,Genoa,Empoli,0,0,D,0,0,D,8,2,3,1,17,17,3,2,0,4,1,0
1216,16/10/2016,Inter,Cagliari,1,2,A,0,0,D,17,11,4,6,10,12,10,6,1,5,0,0
1217,16/10/2016,Lazio,Bologna,1,1,D,0,1,A,25,9,8,4,13,16,18,0,4,3,0,0
1218,16/10/2016,Sassuolo,Crotone,2,1,H,0,1,A,22,8,9,1,10,22,15,1,1,3,0,0
1219,17/10/2016,Palermo,Torino,1,4,A,1,3,A,16,15,3,7,15,23,10,6,4,2,0,0
1220,22/10/2016,Milan,Juventus,1,0,H,0,0,D,8,22,2,3,19,14,5,9,4,3,0,0
1221,22/10/2016,Sampdoria,Genoa,2,1,H,1,1,D,14,10,7,5,12,15,5,6,2,3,0,0
1222,23/10/2016,Atalanta,Inter,2,1,H,1,0,H,11,7,8,4,19,11,4,0,2,1,0,0
1223,23/10/2016,Bologna,Sassuolo,1,1,D,1,0,H,14,8,4,3,11,13,7,11,0,1,0,0
1224,23/10/2016,Cagliari,Fiorentina,3,5,A,1,4,A,10,16,5,8,19,7,4,7,2,2,0,0
1225,23/10/2016,Crotone,Napoli,1,2,A,0,2,A,12,13,4,8,20,8,7,7,2,0,0,1
1226,23/10/2016,Empoli,Chievo,0,0,D,0,0,D,8,13,3,2,16,28,6,3,3,3,0,1
1227,23/10/2016,Roma,Palermo,4,1,H,1,0,H,18,7,7,3,11,14,4,4,3,2,0,0
1228,23/10/2016,Torino,Lazio,2,2,D,1,0,H,16,14,4,6,12,14,4,6,2,2,0,0
1229,23/10/2016,Udinese,Pescara,3,1,H,1,0,H,9,16,4,3,12,9,6,3,2,1,0,0
1230,25/10/2016,Genoa,Milan,3,0,H,1,0,H,8,13,3,3,15,9,5,4,3,0,0,1
1231,26/10/2016,Chievo,Bologna,1,1,D,0,0,D,10,8,3,4,18,14,6,4,0,4,0,0
1232,26/10/2016,Fiorentina,Crotone,1,1,D,0,1,A,26,4,11,2,15,16,14,1,1,2,0,0
1233,26/10/2016,Inter,Torino,2,1,H,1,0,H,22,7,6,2,14,18,2,10,0,4,0,0
1234,26/10/2016,Juventus,Sampdoria,4,1,H,2,0,H,13,8,7,3,6,16,5,2,0,3,0,0
1235,26/10/2016,Lazio,Cagliari,4,1,H,3,0,H,19,14,12,5,6,6,4,10,2,3,0,0
1236,26/10/2016,Napoli,Empoli,2,0,H,0,0,D,35,7,10,2,7,9,11,8,1,2,0,0
1237,26/10/2016,Pescara,Atalanta,0,1,A,0,0,D,5,13,0,3,18,22,2,8,3,3,0,0
1238,26/10/2016,Sassuolo,Roma,1,3,A,1,0,H,16,16,3,5,12,10,5,11,3,0,0,0
1239,27/10/2016,Palermo,Udinese,1,3,A,1,1,D,11,11,2,7,15,15,3,4,2,2,1,0
1240,29/10/2016,Bologna,Fiorentina,0,1,A,0,1,A,5,12,2,5,8,17,2,5,3,3,1,0
1241,29/10/2016,Juventus,Napoli,2,1,H,0,0,D,10,12,3,2,11,10,3,4,4,1,0,0
1242,30/10/2016,Atalanta,Genoa,3,0,H,2,0,H,15,10,9,2,12,14,3,3,1,2,0,0
1243,30/10/2016,Crotone,Chievo,2,0,H,1,0,H,9,16,7,3,19,21,4,5,1,2,0,0
1244,30/10/2016,Empoli,Roma,0,0,D,0,0,D,8,23,3,5,18,13,4,8,6,3,0,0
1245,30/10/2016,Lazio,Sassuolo,2,1,H,0,0,D,14,14,6,5,17,11,10,4,2,1,0,0
1246,30/10/2016,Milan,Pescara,1,0,H,0,0,D,18,14,9,6,11,14,5,5,1,2,0,0
1247,30/10/2016,Sampdoria,Inter,1,0,H,1,0,H,9,14,3,3,15,14,4,5,1,3,0,0
1248,31/10/2016,Cagliari,Palermo,2,1,H,0,0,D,8,12,4,3,19,16,2,4,5,3,0,0
1249,31/10/2016,Udinese,Torino,2,2,D,0,1,A,16,13,5,3,13,19,4,4,2,3,0,0
1250,05/11/2016,Napoli,Lazio,1,1,D,0,0,D,18,7,8,3,12,15,9,2,0,2,0,0
1251,05/11/2016,Torino,Cagliari,5,1,H,3,1,H,23,10,9,7,15,10,5,4,1,2,0,1
1252,06/11/2016,Chievo,Juventus,1,2,A,0,0,D,9,17,2,6,20,14,2,4,5,4,0,0
1253,06/11/2016,Fiorentina,Sampdoria,1,1,D,1,0,H,20,17,5,6,18,14,11,2,3,2,0,0
1254,06/11/2016,Genoa,Udinese,1,1,D,1,1,D,16,10,4,3,15,12,3,1,2,1,0,0
1255,06/11/2016,Inter,Crotone,3,0,H,0,0,D,25,4,9,0,9,10,18,4,1,2,0,0
1256,06/11/2016,Palermo,Milan,1,2,A,0,1,A,15,12,7,6,23,14,6,5,2,1,0,0
1257,06/11/2016,Pescara,Empoli,0,4,A,0,3,A,22,9,7,6,15,11,8,1,2,2,0,0
1258,06/11/2016,Roma,Bologna,3,0,H,1,0,H,22,13,8,5,18,9,3,6,1,0,0,0
1259,06/11/2016,Sassuolo,Atalanta,0,3,A,0,3,A,15,15,3,8,10,19,3,7,4,2,0,0
1260,19/11/2016,Chievo,Cagliari,1,0,H,0,0,D,12,11,2,2,17,18,5,9,3,3,0,0
1261,19/11/2016,Juventus,Pescara,3,0,H,1,0,H,14,9,5,3,11,15,5,1,0,2,0,0
1262,19/11/2016,Udinese,Napoli,1,2,A,0,0,D,7,10,3,4,9,7,4,7,1,0,0,0
1263,20/11/2016,Atalanta,Roma,2,1,H,0,1,A,21,9,6,5,15,14,10,6,1,2,0,0
1264,20/11/2016,Bologna,Palermo,3,1,H,1,1,D,8,8,4,4,15,15,4,6,1,1,0,0
1265,20/11/2016,Crotone,Torino,0,2,A,0,0,D,15,16,5,4,11,6,6,5,1,1,0,0
1266,20/11/2016,Empoli,Fiorentina,0,4,A,0,1,A,13,24,6,13,7,12,5,4,1,3,0,0
1267,20/11/2016,Lazio,Genoa,3,1,H,1,0,H,16,12,4,3,14,20,3,5,1,3,0,1
1268,20/11/2016,Milan,Inter,2,2,D,1,0,H,10,21,4,6,16,14,1,8,2,4,0,0
1269,20/11/2016,Sampdoria,Sassuolo,3,2,H,0,0,D,22,11,8,5,17,17,9,1,4,3,0,0
1270,26/11/2016,Empoli,Milan,1,4,A,1,1,D,15,16,4,6,11,17,2,6,2,3,0,0
1271,26/11/2016,Torino,Chievo,2,1,H,2,0,H,16,10,4,3,13,10,10,2,2,1,0,1
1272,27/11/2016,Bologna,Atalanta,0,2,A,0,1,A,9,14,2,2,15,12,6,9,5,2,0,0
1273,27/11/2016,Cagliari,Udinese,2,1,H,1,0,H,7,20,3,5,16,19,3,4,4,3,0,0
1274,27/11/2016,Crotone,Sampdoria,1,1,D,1,0,H,9,15,3,6,17,15,2,6,3,0,0,0
1275,27/11/2016,Genoa,Juventus,3,1,H,3,0,H,12,12,6,2,26,8,3,6,3,2,0,0
1276,27/11/2016,Palermo,Lazio,0,1,A,0,1,A,17,18,4,6,11,18,4,5,3,1,1,0
1277,27/11/2016,Roma,Pescara,3,2,H,2,0,H,14,14,7,7,20,21,8,7,3,3,0,0
1278,28/11/2016,Inter,Fiorentina,4,2,H,3,1,H,22,12,9,6,28,15,7,2,5,3,0,1
1279,28/11/2016,Napoli,Sassuolo,1,1,D,1,0,H,20,4,6,1,14,12,9,3,3,4,0,0
1280,02/12/2016,Napoli,Inter,3,0,H,2,0,H,19,18,11,6,7,12,5,7,2,3,0,0
1281,03/12/2016,Juventus,Atalanta,3,1,H,2,0,H,12,7,7,2,25,18,6,4,3,2,0,0
1282,04/12/2016,Fiorentina,Palermo,2,1,H,1,0,H,19,7,7,2,16,22,7,6,2,2,0,0
1283,04/12/2016,Lazio,Roma,0,2,A,0,0,D,11,7,2,4,21,14,6,3,4,3,1,0
1284,04/12/2016,Milan,Crotone,2,1,H,1,1,D,12,9,4,5,22,19,7,4,4,4,0,0
1285,04/12/2016,Pescara,Cagliari,1,1,D,0,1,A,19,6,2,2,20,18,8,2,2,2,0,1
1286,04/12/2016,Sampdoria,Torino,2,0,H,0,0,D,13,14,2,3,10,20,5,2,1,4,0,0
1287,04/12/2016,Sassuolo,Empoli,3,0,H,2,0,H,12,14,6,3,20,10,2,7,4,6,0,0
1288,05/12/2016,Chievo,Genoa,0,0,D,0,0,D,7,9,2,0,9,19,5,8,2,3,0,0
1289,05/12/2016,Udinese,Bologna,1,0,H,0,0,D,19,7,9,1,10,17,5,0,3,0,0,1
1290,10/12/2016,Crotone,Pescara,2,1,H,1,0,H,8,6,4,3,18,20,1,4,1,3,1,1
1291,10/12/2016,Sampdoria,Lazio,1,2,A,0,2,A,10,10,5,7,9,15,2,5,2,4,0,0
1292,11/12/2016,Atalanta,Udinese,1,3,A,0,1,A,18,6,9,3,11,12,11,0,1,2,0,0
1293,11/12/2016,Bologna,Empoli,0,0,D,0,0,D,22,3,3,1,14,17,7,2,2,4,0,0
1294,11/12/2016,Cagliari,Napoli,0,5,A,0,2,A,6,23,3,11,17,10,2,10,4,3,0,0
1295,11/12/2016,Inter,Genoa,2,0,H,1,0,H,13,10,3,4,13,18,5,5,1,2,0,0
1296,11/12/2016,Palermo,Chievo,0,2,A,0,1,A,15,9,3,3,10,16,8,3,1,1,0,0
1297,11/12/2016,Torino,Juventus,1,3,A,1,1,D,9,17,2,8,23,19,4,3,1,2,0,0
1298,12/12/2016,Fiorentina,Sassuolo,2,1,H,2,0,H,14,16,6,5,23,12,5,5,3,1,0,0
1299,12/12/2016,Roma,Milan,1,0,H,0,0,D,14,8,4,4,13,23,8,4,1,2,0,0
1300,15/12/2016,Genoa,Fiorentina,1,0,H,1,0,H,9,9,4,3,24,14,4,3,3,2,0,0
1301,17/12/2016,Empoli,Cagliari,2,0,H,1,0,H,7,9,2,2,23,17,3,2,6,5,0,0
1302,17/12/2016,Juventus,Roma,1,0,H,1,0,H,7,10,6,2,16,17,5,8,3,5,0,0
1303,17/12/2016,Milan,Atalanta,0,0,D,0,0,D,11,14,3,4,23,28,6,3,3,6,0,0
1304,18/12/2016,Chievo,Sampdoria,2,1,H,2,0,H,13,21,5,6,10,15,3,10,1,2,0,0
1305,18/12/2016,Genoa,Palermo,3,4,A,1,1,D,14,13,6,4,14,18,5,5,3,5,1,0
1306,18/12/2016,Lazio,Fiorentina,3,1,H,2,0,H,11,13,5,6,16,20,5,5,1,5,0,0
1307,18/12/2016,Napoli,Torino,5,3,H,3,0,H,21,10,10,5,6,14,4,3,0,3,0,0
1308,18/12/2016,Pescara,Bologna,0,3,A,0,2,A,7,18,1,8,13,16,1,7,1,2,1,0
1309,18/12/2016,Sassuolo,Inter,0,1,A,0,0,D,11,20,4,6,14,18,3,8,1,3,0,1
1310,18/12/2016,Udinese,Crotone,2,0,H,1,0,H,14,9,8,4,10,19,5,4,0,4,0,1
1311,20/12/2016,Atalanta,Empoli,2,1,H,0,0,D,30,3,10,1,16,10,14,2,3,4,0,0
1312,21/12/2016,Inter,Lazio,3,0,H,0,0,D,11,10,6,4,15,11,6,3,2,2,0,0
1313,22/12/2016,Cagliari,Sassuolo,4,3,H,1,2,A,18,12,10,4,13,18,5,4,3,3,0,1
1314,22/12/2016,Fiorentina,Napoli,3,3,D,0,1,A,15,9,5,8,14,7,3,2,5,3,0,0
1315,22/12/2016,Palermo,Pescara,1,1,D,1,0,H,5,11,2,2,14,16,1,8,4,5,0,0
1316,22/12/2016,Roma,Chievo,3,1,H,1,1,D,25,6,9,2,9,13,9,1,0,2,0,0
1317,22/12/2016,Sampdoria,Udinese,0,0,D,0,0,D,14,11,3,3,11,10,6,2,1,1,0,0
1318,22/12/2016,Torino,Genoa,1,0,H,0,0,D,10,15,5,4,19,13,5,13,2,4,0,0
1319,07/01/2017,Empoli,Palermo,1,0,H,0,0,D,6,13,2,4,13,17,6,2,1,3,0,0
1320,07/01/2017,Napoli,Sampdoria,2,1,H,0,1,A,23,9,9,2,15,16,9,3,1,0,0,1
1321,08/01/2017,Chievo,Atalanta,1,4,A,0,3,A,7,18,2,7,21,14,4,3,1,1,0,0
1322,08/01/2017,Genoa,Roma,0,1,A,0,1,A,10,16,4,3,12,13,2,8,2,4,0,0
1323,08/01/2017,Juventus,Bologna,3,0,H,2,0,H,12,7,4,2,11,13,6,2,1,2,0,0
1324,08/01/2017,Lazio,Crotone,1,0,H,0,0,D,22,2,5,1,15,11,14,0,2,2,0,0
1325,08/01/2017,Milan,Cagliari,1,0,H,0,0,D,29,7,4,1,6,12,11,3,0,1,0,1
1326,08/01/2017,Sassuolo,Torino,0,0,D,0,0,D,7,24,2,1,17,18,1,8,2,3,0,0
1327,08/01/2017,Udinese,Inter,1,2,A,1,1,D,12,9,3,4,19,12,3,7,3,2,0,0
1328,14/01/2017,Crotone,Bologna,0,1,A,0,0,D,17,14,6,7,14,14,6,5,2,4,0,0
1329,14/01/2017,Inter,Chievo,3,1,H,0,1,A,31,5,14,4,12,16,12,2,0,3,0,0
1330,15/01/2017,Cagliari,Genoa,4,1,H,2,1,H,19,12,12,4,8,13,3,14,3,2,1,0
1331,15/01/2017,Fiorentina,Juventus,2,1,H,1,0,H,17,11,6,4,22,20,3,7,3,5,0,0
1332,15/01/2017,Lazio,Atalanta,2,1,H,1,1,D,21,9,5,3,17,18,7,3,5,2,0,0
1333,15/01/2017,Napoli,Pescara,3,1,H,0,0,D,23,8,10,2,10,14,6,2,1,3,0,0
1334,15/01/2017,Sampdoria,Empoli,0,0,D,0,0,D,16,14,2,2,8,9,6,8,3,3,0,0
1335,15/01/2017,Sassuolo,Palermo,4,1,H,2,1,H,14,14,7,3,14,11,8,3,2,2,0,0
1336,15/01/2017,Udinese,Roma,0,1,A,0,1,A,10,13,5,4,16,17,4,7,2,1,0,0
1337,16/01/2017,Torino,Milan,2,2,D,2,0,H,17,23,7,8,11,11,6,6,5,1,0,1
1338,21/01/2017,Chievo,Fiorentina,0,3,A,0,1,A,17,10,6,6,18,18,2,8,3,2,0,0
1339,21/01/2017,Milan,Napoli,1,2,A,1,2,A,13,9,4,5,15,16,7,1,4,4,0,0
1340,22/01/2017,Atalanta,Sampdoria,1,0,H,0,0,D,13,13,6,3,13,20,5,5,1,3,0,0
1341,22/01/2017,Bologna,Torino,2,0,H,1,0,H,9,9,5,2,11,11,2,9,2,2,0,0
1342,22/01/2017,Empoli,Udinese,1,0,H,0,0,D,5,9,1,2,18,17,7,3,4,4,0,0
1343,22/01/2017,Genoa,Crotone,2,2,D,1,0,H,10,14,4,6,18,9,7,5,1,2,0,0
1344,22/01/2017,Juventus,Lazio,2,0,H,2,0,H,7,11,2,2,10,19,0,4,0,3,0,0
1345,22/01/2017,Palermo,Inter,0,1,A,0,0,D,6,16,0,6,23,13,7,12,5,1,1,1
1346,22/01/2017,Pescara,Sassuolo,1,3,A,0,1,A,19,16,5,5,12,23,5,6,4,5,0,0
1347,22/01/2017,Roma,Cagliari,1,0,H,0,0,D,18,8,6,0,8,15,5,4,1,3,0,1
1348,28/01/2017,Inter,Pescara,3,0,H,2,0,H,17,10,7,4,13,12,11,3,1,1,0,0
1349,28/01/2017,Lazio,Chievo,0,1,A,0,0,D,28,7,8,2,16,8,10,3,2,2,0,0
1350,29/01/2017,Cagliari,Bologna,1,1,D,0,0,D,19,8,6,2,15,18,3,2,2,3,0,2
1351,29/01/2017,Crotone,Empoli,4,1,H,1,1,D,14,5,7,3,13,14,8,1,3,1,0,0
1352,29/01/2017,Fiorentina,Genoa,3,3,D,1,0,H,22,7,8,3,10,20,5,0,3,4,1,0
1353,29/01/2017,Napoli,Palermo,1,1,D,0,1,A,19,3,10,2,6,9,14,2,0,3,0,1
1354,29/01/2017,Sampdoria,Roma,3,2,H,1,1,D,18,16,7,10,19,14,7,7,2,3,0,0
1355,29/01/2017,Sassuolo,Juventus,0,2,A,0,2,A,7,14,3,5,18,13,5,6,3,1,0,0
1356,29/01/2017,Torino,Atalanta,1,1,D,1,0,H,12,17,4,8,19,18,2,6,1,2,0,0
1357,29/01/2017,Udinese,Milan,2,1,H,1,1,D,12,12,5,5,9,13,2,7,3,2,0,0
1358,01/02/2017,Pescara,Fiorentina,1,2,A,1,0,H,4,22,3,4,10,15,1,14,4,3,0,0
1359,04/02/2017,Bologna,Napoli,1,7,A,1,4,A,17,14,7,9,10,9,3,0,2,3,1,1
1360,05/02/2017,Atalanta,Cagliari,2,0,H,2,0,H,13,4,5,0,18,18,6,4,4,2,0,0
1361,05/02/2017,Chievo,Udinese,0,0,D,0,0,D,6,12,0,1,20,21,5,6,2,1,1,0
1362,05/02/2017,Empoli,Torino,1,1,D,1,1,D,10,9,2,4,17,23,2,3,6,4,0,0
1363,05/02/2017,Genoa,Sassuolo,0,1,A,0,1,A,15,7,4,3,14,7,8,9,2,1,0,0
1364,05/02/2017,Juventus,Inter,1,0,H,1,0,H,14,12,6,2,14,16,6,8,5,3,0,1
1365,05/02/2017,Milan,Sampdoria,0,1,A,0,0,D,20,7,6,3,16,12,8,3,3,2,1,0
1366,05/02/2017,Palermo,Crotone,1,0,H,1,0,H,12,9,4,1,12,25,3,2,2,2,0,1
1367,05/02/2017,Pescara,Lazio,2,6,A,2,2,D,14,17,6,10,13,16,2,4,0,1,0,0
1368,07/02/2017,Roma,Fiorentina,4,0,H,1,0,H,23,13,8,2,10,15,6,3,2,3,0,0
1369,08/02/2017,Bologna,Milan,0,1,A,0,0,D,20,5,5,4,13,14,7,9,5,2,0,2
1370,08/02/2017,Crotone,Juventus,0,2,A,0,0,D,5,17,2,11,13,11,0,1,0,1,0,0
1371,10/02/2017,Napoli,Genoa,2,0,H,0,0,D,20,6,8,3,7,11,12,4,1,2,0,0
1372,11/02/2017,Fiorentina,Udinese,3,0,H,1,0,H,14,9,6,4,13,15,4,3,2,2,0,0
1373,12/02/2017,Cagliari,Juventus,0,2,A,0,1,A,14,13,3,3,20,14,6,1,2,5,1,0
1374,12/02/2017,Crotone,Roma,0,2,A,0,1,A,13,15,4,3,15,14,2,5,0,0,0,0
1375,12/02/2017,Inter,Empoli,2,0,H,1,0,H,19,6,8,3,21,12,9,2,1,2,0,0
1376,12/02/2017,Palermo,Atalanta,1,3,A,1,2,A,13,21,5,5,15,12,6,3,3,1,0,0
1377,12/02/2017,Sampdoria,Bologna,3,1,H,0,1,A,18,10,5,2,12,14,11,4,2,4,0,0
